"regcode","reglabel","year","sex","site","age_group","age_label","cases","py"
"A5622","Happyland",2009,1,"Pancreas",11,"50-54",1,33839
"A5622","Happyland",2009,1,"Larynx",11,"50-54",0,33839
"A5622","Happyland",2009,1,"Lung",11,"50-54",4,33839
"A5622","Happyland",2009,1,"Other skin",11,"50-54",12,33839
"A5622","Happyland",2009,1,"Breast",11,"50-54",0,33839
"A5622","Happyland",2009,1,"Vulva",11,"50-54",0,33839
"A5622","Happyland",2009,1,"Vagina",11,"50-54",0,33839
"A5622","Happyland",2009,1,"Cervix uteri",11,"50-54",0,33839
"A5622","Happyland",2009,1,"Corpus uteri",11,"50-54",0,33839
"A5622","Happyland",2009,1,"Ovary",11,"50-54",0,33839
"A5622","Happyland",2009,1,"Prostate",11,"50-54",12,33839
"A5622","Happyland",2009,1,"Testis",11,"50-54",0,33839
"A5622","Happyland",2009,1,"Kidney",11,"50-54",4,33839
"A5622","Happyland",2009,1,"Bladder",11,"50-54",3,33839
"A5622","Happyland",2009,1,"Brain, nervous system",11,"50-54",3,33839
"A5622","Happyland",2009,1,"Thyroid",11,"50-54",4,33839
"A5622","Happyland",2010,1,"Lip, oral cavity",11,"50-54",1,34728
"A5622","Happyland",2010,1,"Other pharynx",11,"50-54",2,34728
"A5622","Happyland",2010,1,"Nasopharynx",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Oesophagus",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Stomach",11,"50-54",6,34728
"A5622","Happyland",2010,1,"Other",11,"50-54",25,34728
"A5622","Happyland",2010,1,"Colorectum",11,"50-54",4,34728
"A5622","Happyland",2010,1,"Liver",11,"50-54",1,34728
"A5622","Happyland",2010,1,"Gallbladder",11,"50-54",3,34728
"A5622","Happyland",2010,1,"Pancreas",11,"50-54",1,34728
"A5622","Happyland",2010,1,"Larynx",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Lung",11,"50-54",1,34728
"A5622","Happyland",2010,1,"Other skin",11,"50-54",22,34728
"A5622","Happyland",2010,1,"Breast",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Vulva",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Vagina",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Cervix uteri",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Corpus uteri",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Ovary",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Prostate",11,"50-54",15,34728
"A5622","Happyland",2010,1,"Testis",11,"50-54",2,34728
"A5622","Happyland",2010,1,"Kidney",11,"50-54",6,34728
"A5622","Happyland",2010,1,"Bladder",11,"50-54",0,34728
"A5622","Happyland",2010,1,"Brain, nervous system",11,"50-54",2,34728
"A5622","Happyland",2010,1,"Thyroid",11,"50-54",5,34728
"A5622","Happyland",2011,1,"Lip, oral cavity",11,"50-54",1,35322
"A5622","Happyland",2011,1,"Other pharynx",11,"50-54",0,35322
"A5622","Happyland",2011,1,"Nasopharynx",11,"50-54",0,35322
"A5622","Happyland",2011,1,"Oesophagus",11,"50-54",1,35322
"A5622","Happyland",2011,1,"Stomach",11,"50-54",9,35322
"A5622","Happyland",2011,1,"Other",11,"50-54",24,35322
"A5622","Happyland",2011,1,"Colorectum",11,"50-54",5,35322
"A5622","Happyland",2011,1,"Liver",11,"50-54",2,35322
"A5622","Happyland",2011,1,"Gallbladder",11,"50-54",1,35322
"A5622","Happyland",2011,1,"Pancreas",11,"50-54",3,35322
"A5622","Happyland",2011,1,"Larynx",11,"50-54",3,35322
"A5622","Happyland",2011,1,"Lung",11,"50-54",4,35322
"A5622","Happyland",2011,1,"Other skin",11,"50-54",18,35322
"A5622","Happyland",2011,1,"Breast",11,"50-54",0,35322
"A5622","Happyland",2011,1,"Vulva",11,"50-54",0,35322
"A5622","Happyland",2011,1,"Vagina",11,"50-54",0,35322
"A5622","Happyland",2011,1,"Cervix uteri",11,"50-54",0,35322
"A5622","Happyland",2011,1,"Corpus uteri",11,"50-54",0,35322
"A5622","Happyland",2011,1,"Ovary",11,"50-54",0,35322
"A5622","Happyland",2011,1,"Prostate",11,"50-54",13,35322
"A5622","Happyland",2011,1,"Testis",11,"50-54",1,35322
"A5622","Happyland",2011,1,"Kidney",11,"50-54",4,35322
"A5622","Happyland",2011,1,"Bladder",11,"50-54",0,35322
"A5622","Happyland",2011,1,"Brain, nervous system",11,"50-54",3,35322
"A5622","Happyland",2011,1,"Thyroid",11,"50-54",7,35322
"A5622","Happyland",2012,1,"Lip, oral cavity",11,"50-54",0,35834
"A5622","Happyland",2012,1,"Other pharynx",11,"50-54",1,35834
"A5622","Happyland",2012,1,"Nasopharynx",11,"50-54",0,35834
"A5622","Happyland",2012,1,"Oesophagus",11,"50-54",0,35834
"A5622","Happyland",2012,1,"Stomach",11,"50-54",16,35834
"A5622","Happyland",2012,1,"Other",11,"50-54",27,35834
"A5622","Happyland",2012,1,"Colorectum",11,"50-54",5,35834
"A5622","Happyland",2012,1,"Liver",11,"50-54",3,35834
"A5622","Happyland",2012,1,"Gallbladder",11,"50-54",2,35834
"A5622","Happyland",2012,1,"Pancreas",11,"50-54",1,35834
"A5622","Happyland",2012,1,"Larynx",11,"50-54",2,35834
"A5622","Happyland",2012,1,"Lung",11,"50-54",3,35834
"A5622","Happyland",2012,1,"Other skin",11,"50-54",23,35834
"A5622","Happyland",2012,1,"Breast",11,"50-54",0,35834
"A5622","Happyland",2012,1,"Vulva",11,"50-54",0,35834
"A5622","Happyland",2012,1,"Vagina",11,"50-54",0,35834
"A5622","Happyland",2012,1,"Cervix uteri",11,"50-54",0,35834
"A5622","Happyland",2012,1,"Corpus uteri",11,"50-54",0,35834
"A5622","Happyland",2012,1,"Ovary",11,"50-54",0,35834
"A5622","Happyland",2012,1,"Prostate",11,"50-54",12,35834
"A5622","Happyland",2012,1,"Testis",11,"50-54",1,35834
"A5622","Happyland",2012,1,"Kidney",11,"50-54",5,35834
"A5622","Happyland",2012,1,"Bladder",11,"50-54",1,35834
"A5622","Happyland",2012,1,"Brain, nervous system",11,"50-54",6,35834
"A5622","Happyland",2012,1,"Thyroid",11,"50-54",3,35834
"A5622","Happyland",2008,1,"Lip, oral cavity",12,"55-59",3,26529
"A5622","Happyland",2008,1,"Other pharynx",12,"55-59",0,26529
"A5622","Happyland",2008,1,"Nasopharynx",12,"55-59",0,26529
"A5622","Happyland",2008,1,"Oesophagus",12,"55-59",0,26529
"A5622","Happyland",2008,1,"Stomach",12,"55-59",20,26529
"A5622","Happyland",2008,1,"Other",12,"55-59",24,26529
"A5622","Happyland",2008,1,"Colorectum",12,"55-59",7,26529
"A5622","Happyland",2008,1,"Liver",12,"55-59",2,26529
"A5622","Happyland",2008,1,"Gallbladder",12,"55-59",3,26529
"A5622","Happyland",2008,1,"Pancreas",12,"55-59",1,26529
"A5622","Happyland",2008,1,"Larynx",12,"55-59",2,26529
"A5622","Happyland",2008,1,"Lung",12,"55-59",7,26529
"A5622","Happyland",2008,1,"Other skin",12,"55-59",23,26529
"A5622","Happyland",2008,1,"Breast",12,"55-59",0,26529
"A5622","Happyland",2008,1,"Vulva",12,"55-59",0,26529
"A5622","Happyland",2008,1,"Vagina",12,"55-59",0,26529
"A5622","Happyland",2008,1,"Cervix uteri",12,"55-59",0,26529
"A5622","Happyland",2008,1,"Corpus uteri",12,"55-59",0,26529
"A5622","Happyland",2008,1,"Ovary",12,"55-59",0,26529
"A5622","Happyland",2008,1,"Prostate",12,"55-59",25,26529
"A5622","Happyland",2008,1,"Testis",12,"55-59",1,26529
"A5622","Happyland",2008,1,"Kidney",12,"55-59",5,26529
"A5622","Happyland",2008,1,"Bladder",12,"55-59",2,26529
"A5622","Happyland",2008,1,"Brain, nervous system",12,"55-59",4,26529
"A5622","Happyland",2008,1,"Thyroid",12,"55-59",3,26529
"A5622","Happyland",2009,1,"Lip, oral cavity",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Other pharynx",12,"55-59",1,27655
"A5622","Happyland",2009,1,"Nasopharynx",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Oesophagus",12,"55-59",2,27655
"A5622","Happyland",2009,1,"Stomach",12,"55-59",15,27655
"A5622","Happyland",2009,1,"Other",12,"55-59",13,27655
"A5622","Happyland",2009,1,"Colorectum",12,"55-59",7,27655
"A5622","Happyland",2009,1,"Liver",12,"55-59",3,27655
"A5622","Happyland",2009,1,"Gallbladder",12,"55-59",1,27655
"A5622","Happyland",2009,1,"Pancreas",12,"55-59",3,27655
"A5622","Happyland",2009,1,"Larynx",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Lung",12,"55-59",6,27655
"A5622","Happyland",2009,1,"Other skin",12,"55-59",22,27655
"A5622","Happyland",2009,1,"Breast",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Vulva",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Vagina",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Cervix uteri",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Corpus uteri",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Ovary",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Prostate",12,"55-59",26,27655
"A5622","Happyland",2009,1,"Testis",12,"55-59",0,27655
"A5622","Happyland",2009,1,"Kidney",12,"55-59",6,27655
"A5622","Happyland",2009,1,"Bladder",12,"55-59",3,27655
"A5622","Happyland",2009,1,"Brain, nervous system",12,"55-59",1,27655
"A5622","Happyland",2009,1,"Thyroid",12,"55-59",2,27655
"A5622","Happyland",2010,1,"Lip, oral cavity",12,"55-59",1,28803
"A5622","Happyland",2010,1,"Other pharynx",12,"55-59",1,28803
"A5622","Happyland",2010,1,"Nasopharynx",12,"55-59",0,28803
"A5622","Happyland",2010,1,"Oesophagus",12,"55-59",2,28803
"A5622","Happyland",2010,1,"Stomach",12,"55-59",12,28803
"A5622","Happyland",2010,1,"Other",12,"55-59",20,28803
"A5622","Happyland",2010,1,"Colorectum",12,"55-59",15,28803
"A5622","Happyland",2010,1,"Liver",12,"55-59",0,28803
"A5622","Happyland",2010,1,"Gallbladder",12,"55-59",2,28803
"A5622","Happyland",2010,1,"Pancreas",12,"55-59",2,28803
"A5622","Happyland",2010,1,"Larynx",12,"55-59",0,28803
"A5622","Happyland",2010,1,"Lung",12,"55-59",4,28803
"A5622","Happyland",2010,1,"Other skin",12,"55-59",33,28803
"A5622","Happyland",2010,1,"Breast",12,"55-59",1,28803
"A5622","Happyland",2010,1,"Vulva",12,"55-59",0,28803
"A5622","Happyland",2010,1,"Vagina",12,"55-59",0,28803
"A5622","Happyland",2010,1,"Cervix uteri",12,"55-59",0,28803
"A5622","Happyland",2010,1,"Corpus uteri",12,"55-59",0,28803
"A5622","Happyland",2010,1,"Ovary",12,"55-59",0,28803
"A5622","Happyland",2010,1,"Prostate",12,"55-59",39,28803
"A5622","Happyland",2010,1,"Testis",12,"55-59",0,28803
"A5622","Happyland",2010,1,"Kidney",12,"55-59",5,28803
"A5622","Happyland",2010,1,"Bladder",12,"55-59",3,28803
"A5622","Happyland",2010,1,"Brain, nervous system",12,"55-59",2,28803
"A5622","Happyland",2010,1,"Thyroid",12,"55-59",5,28803
"A5622","Happyland",2011,1,"Lip, oral cavity",12,"55-59",0,29295
"A5622","Happyland",2011,1,"Other pharynx",12,"55-59",1,29295
"A5622","Happyland",2011,1,"Nasopharynx",12,"55-59",0,29295
"A5622","Happyland",2011,1,"Oesophagus",12,"55-59",1,29295
"A5622","Happyland",2011,1,"Stomach",12,"55-59",16,29295
"A5622","Happyland",2011,1,"Other",12,"55-59",23,29295
"A5622","Happyland",2011,1,"Colorectum",12,"55-59",7,29295
"A5622","Happyland",2011,1,"Liver",12,"55-59",5,29295
"A5622","Happyland",2011,1,"Gallbladder",12,"55-59",3,29295
"A5622","Happyland",2011,1,"Pancreas",12,"55-59",2,29295
"A5622","Happyland",2011,1,"Larynx",12,"55-59",0,29295
"A5622","Happyland",2011,1,"Lung",12,"55-59",3,29295
"A5622","Happyland",2011,1,"Other skin",12,"55-59",31,29295
"A5622","Happyland",2011,1,"Breast",12,"55-59",3,29295
"A5622","Happyland",2011,1,"Vulva",12,"55-59",0,29295
"A5622","Happyland",2011,1,"Vagina",12,"55-59",0,29295
"A5622","Happyland",2011,1,"Cervix uteri",12,"55-59",0,29295
"A5622","Happyland",2011,1,"Corpus uteri",12,"55-59",0,29295
"A5622","Happyland",2011,1,"Ovary",12,"55-59",0,29295
"A5622","Happyland",2011,1,"Prostate",12,"55-59",39,29295
"A5622","Happyland",2011,1,"Testis",12,"55-59",1,29295
"A5622","Happyland",2011,1,"Kidney",12,"55-59",5,29295
"A5622","Happyland",2011,1,"Bladder",12,"55-59",5,29295
"A5622","Happyland",2011,1,"Brain, nervous system",12,"55-59",5,29295
"A5622","Happyland",2011,1,"Thyroid",12,"55-59",3,29295
"A5622","Happyland",2012,1,"Lip, oral cavity",12,"55-59",3,29720
"A5622","Happyland",2012,1,"Other pharynx",12,"55-59",1,29720
"A5622","Happyland",2012,1,"Nasopharynx",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Oesophagus",12,"55-59",1,29720
"A5622","Happyland",2012,1,"Stomach",12,"55-59",13,29720
"A5622","Happyland",2012,1,"Other",12,"55-59",29,29720
"A5622","Happyland",2012,1,"Colorectum",12,"55-59",9,29720
"A5622","Happyland",2012,1,"Liver",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Gallbladder",12,"55-59",1,29720
"A5622","Happyland",2012,1,"Pancreas",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Larynx",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Lung",12,"55-59",5,29720
"A5622","Happyland",2012,1,"Other skin",12,"55-59",28,29720
"A5622","Happyland",2012,1,"Breast",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Vulva",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Vagina",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Cervix uteri",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Corpus uteri",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Ovary",12,"55-59",0,29720
"A5622","Happyland",2012,1,"Prostate",12,"55-59",31,29720
"A5622","Happyland",2012,1,"Testis",12,"55-59",1,29720
"A5622","Happyland",2012,1,"Kidney",12,"55-59",2,29720
"A5622","Happyland",2012,1,"Bladder",12,"55-59",2,29720
"A5622","Happyland",2012,1,"Brain, nervous system",12,"55-59",5,29720
"A5622","Happyland",2012,1,"Thyroid",12,"55-59",8,29720
"A5622","Happyland",2008,1,"Lip, oral cavity",13,"60-64",0,20248
"A5622","Happyland",2008,1,"Other pharynx",13,"60-64",1,20248
"A5622","Happyland",2008,1,"Nasopharynx",13,"60-64",0,20248
"A5622","Happyland",2008,1,"Oesophagus",13,"60-64",0,20248
"A5622","Happyland",2008,1,"Stomach",13,"60-64",13,20248
"A5622","Happyland",2008,1,"Other",13,"60-64",22,20248
"A5622","Happyland",2008,1,"Colorectum",13,"60-64",7,20248
"A5622","Happyland",2008,1,"Liver",13,"60-64",4,20248
"A5622","Happyland",2008,1,"Gallbladder",13,"60-64",3,20248
"A5622","Happyland",2008,1,"Pancreas",13,"60-64",4,20248
"A5622","Happyland",2008,1,"Larynx",13,"60-64",2,20248
"A5622","Happyland",2008,1,"Lung",13,"60-64",5,20248
"A5622","Happyland",2008,1,"Other skin",13,"60-64",32,20248
"A5622","Happyland",2008,1,"Breast",13,"60-64",0,20248
"A5622","Happyland",2008,1,"Vulva",13,"60-64",0,20248
"A5622","Happyland",2008,1,"Vagina",13,"60-64",0,20248
"A5622","Happyland",2008,1,"Cervix uteri",13,"60-64",0,20248
"A5622","Happyland",2008,1,"Corpus uteri",13,"60-64",0,20248
"A5622","Happyland",2008,1,"Ovary",13,"60-64",0,20248
"A5622","Happyland",2008,1,"Prostate",13,"60-64",45,20248
"A5622","Happyland",2008,1,"Testis",13,"60-64",1,20248
"A5622","Happyland",2008,1,"Kidney",13,"60-64",5,20248
"A5622","Happyland",2008,1,"Bladder",13,"60-64",3,20248
"A5622","Happyland",2008,1,"Brain, nervous system",13,"60-64",4,20248
"A5622","Happyland",2008,1,"Thyroid",13,"60-64",3,20248
"A5622","Happyland",2009,1,"Lip, oral cavity",13,"60-64",2,21064
"A5622","Happyland",2009,1,"Other pharynx",13,"60-64",1,21064
"A5622","Happyland",2009,1,"Nasopharynx",13,"60-64",0,21064
"A5622","Happyland",2009,1,"Oesophagus",13,"60-64",4,21064
"A5622","Happyland",2009,1,"Stomach",13,"60-64",15,21064
"A5622","Happyland",2009,1,"Other",13,"60-64",26,21064
"A5622","Happyland",2009,1,"Colorectum",13,"60-64",11,21064
"A5622","Happyland",2009,1,"Liver",13,"60-64",3,21064
"A5622","Happyland",2009,1,"Gallbladder",13,"60-64",3,21064
"A5622","Happyland",2009,1,"Pancreas",13,"60-64",1,21064
"A5622","Happyland",2009,1,"Larynx",13,"60-64",2,21064
"A5622","Happyland",2009,1,"Lung",13,"60-64",5,21064
"A5622","Happyland",2009,1,"Other skin",13,"60-64",25,21064
"A5622","Happyland",2009,1,"Breast",13,"60-64",0,21064
"A5622","Happyland",2009,1,"Vulva",13,"60-64",0,21064
"A5622","Happyland",2009,1,"Vagina",13,"60-64",0,21064
"A5622","Happyland",2009,1,"Cervix uteri",13,"60-64",0,21064
"A5622","Happyland",2009,1,"Corpus uteri",13,"60-64",0,21064
"A5622","Happyland",2009,1,"Ovary",13,"60-64",0,21064
"A5622","Happyland",2009,1,"Prostate",13,"60-64",48,21064
"A5622","Happyland",2009,1,"Testis",13,"60-64",1,21064
"A5622","Happyland",2009,1,"Kidney",13,"60-64",3,21064
"A5622","Happyland",2009,1,"Bladder",13,"60-64",6,21064
"A5622","Happyland",2009,1,"Brain, nervous system",13,"60-64",2,21064
"A5622","Happyland",2009,1,"Thyroid",13,"60-64",4,21064
"A5622","Happyland",2010,1,"Lip, oral cavity",13,"60-64",2,21894
"A5622","Happyland",2010,1,"Other pharynx",13,"60-64",1,21894
"A5622","Happyland",2010,1,"Nasopharynx",13,"60-64",0,21894
"A5622","Happyland",2010,1,"Oesophagus",13,"60-64",1,21894
"A5622","Happyland",2010,1,"Stomach",13,"60-64",7,21894
"A5622","Happyland",2010,1,"Other",13,"60-64",22,21894
"A5622","Happyland",2010,1,"Colorectum",13,"60-64",13,21894
"A5622","Happyland",2010,1,"Liver",13,"60-64",5,21894
"A5622","Happyland",2010,1,"Gallbladder",13,"60-64",2,21894
"A5622","Happyland",2010,1,"Pancreas",13,"60-64",1,21894
"A5622","Happyland",2010,1,"Larynx",13,"60-64",4,21894
"A5622","Happyland",2010,1,"Lung",13,"60-64",5,21894
"A5622","Happyland",2010,1,"Other skin",13,"60-64",35,21894
"A5622","Happyland",2010,1,"Breast",13,"60-64",0,21894
"A5622","Happyland",2010,1,"Vulva",13,"60-64",0,21894
"A5622","Happyland",2010,1,"Vagina",13,"60-64",0,21894
"A5622","Happyland",2010,1,"Cervix uteri",13,"60-64",0,21894
"A5622","Happyland",2010,1,"Corpus uteri",13,"60-64",0,21894
"A5622","Happyland",2010,1,"Ovary",13,"60-64",0,21894
"A5622","Happyland",2010,1,"Prostate",13,"60-64",64,21894
"A5622","Happyland",2010,1,"Testis",13,"60-64",0,21894
"A5622","Happyland",2010,1,"Kidney",13,"60-64",4,21894
"A5622","Happyland",2010,1,"Bladder",13,"60-64",3,21894
"A5622","Happyland",2010,1,"Brain, nervous system",13,"60-64",2,21894
"A5622","Happyland",2010,1,"Thyroid",13,"60-64",4,21894
"A5622","Happyland",2011,1,"Lip, oral cavity",13,"60-64",3,22268
"A5622","Happyland",2011,1,"Other pharynx",13,"60-64",1,22268
"A5622","Happyland",2011,1,"Nasopharynx",13,"60-64",0,22268
"A5622","Happyland",2011,1,"Oesophagus",13,"60-64",0,22268
"A5622","Happyland",2011,1,"Stomach",13,"60-64",11,22268
"A5622","Happyland",2011,1,"Other",13,"60-64",23,22268
"A5622","Happyland",2011,1,"Colorectum",13,"60-64",14,22268
"A5622","Happyland",2011,1,"Liver",13,"60-64",6,22268
"A5622","Happyland",2011,1,"Gallbladder",13,"60-64",4,22268
"A5622","Happyland",2011,1,"Pancreas",13,"60-64",5,22268
"A5622","Happyland",2011,1,"Larynx",13,"60-64",1,22268
"A5622","Happyland",2011,1,"Lung",13,"60-64",6,22268
"A5622","Happyland",2011,1,"Other skin",13,"60-64",21,22268
"A5622","Happyland",2011,1,"Breast",13,"60-64",0,22268
"A5622","Happyland",2011,1,"Vulva",13,"60-64",0,22268
"A5622","Happyland",2011,1,"Vagina",13,"60-64",0,22268
"A5622","Happyland",2011,1,"Cervix uteri",13,"60-64",0,22268
"A5622","Happyland",2011,1,"Corpus uteri",13,"60-64",0,22268
"A5622","Happyland",2011,1,"Ovary",13,"60-64",0,22268
"A5622","Happyland",2011,1,"Prostate",13,"60-64",61,22268
"A5622","Happyland",2011,1,"Testis",13,"60-64",1,22268
"A5622","Happyland",2011,1,"Kidney",13,"60-64",2,22268
"A5622","Happyland",2011,1,"Bladder",13,"60-64",5,22268
"A5622","Happyland",2011,1,"Brain, nervous system",13,"60-64",5,22268
"A5622","Happyland",2011,1,"Thyroid",13,"60-64",1,22268
"A5622","Happyland",2012,1,"Lip, oral cavity",13,"60-64",1,22591
"A5622","Happyland",2012,1,"Other pharynx",13,"60-64",0,22591
"A5622","Happyland",2012,1,"Nasopharynx",13,"60-64",0,22591
"A5622","Happyland",2012,1,"Oesophagus",13,"60-64",1,22591
"A5622","Happyland",2012,1,"Stomach",13,"60-64",22,22591
"A5622","Happyland",2012,1,"Other",13,"60-64",23,22591
"A5622","Happyland",2012,1,"Colorectum",13,"60-64",10,22591
"A5622","Happyland",2012,1,"Liver",13,"60-64",4,22591
"A5622","Happyland",2012,1,"Gallbladder",13,"60-64",3,22591
"A5622","Happyland",2012,1,"Pancreas",13,"60-64",2,22591
"A5622","Happyland",2012,1,"Larynx",13,"60-64",2,22591
"A5622","Happyland",2012,1,"Lung",13,"60-64",6,22591
"A5622","Happyland",2012,1,"Other skin",13,"60-64",48,22591
"A5622","Happyland",2012,1,"Breast",13,"60-64",1,22591
"A5622","Happyland",2012,1,"Vulva",13,"60-64",0,22591
"A5622","Happyland",2012,1,"Vagina",13,"60-64",0,22591
"A5622","Happyland",2012,1,"Cervix uteri",13,"60-64",0,22591
"A5622","Happyland",2012,1,"Corpus uteri",13,"60-64",0,22591
"A5622","Happyland",2012,1,"Ovary",13,"60-64",0,22591
"A5622","Happyland",2012,1,"Prostate",13,"60-64",60,22591
"A5622","Happyland",2012,1,"Testis",13,"60-64",0,22591
"A5622","Happyland",2012,1,"Kidney",13,"60-64",5,22591
"A5622","Happyland",2012,1,"Bladder",13,"60-64",7,22591
"A5622","Happyland",2012,1,"Brain, nervous system",13,"60-64",7,22591
"A5622","Happyland",2012,1,"Thyroid",13,"60-64",3,22591
"A5622","Happyland",2008,1,"Lip, oral cavity",14,"65-69",2,15447
"A5622","Happyland",2008,1,"Other pharynx",14,"65-69",0,15447
"A5622","Happyland",2008,1,"Nasopharynx",14,"65-69",0,15447
"A5622","Happyland",2008,1,"Oesophagus",14,"65-69",2,15447
"A5622","Happyland",2008,1,"Stomach",14,"65-69",22,15447
"A5622","Happyland",2008,1,"Other",14,"65-69",14,15447
"A5622","Happyland",2008,1,"Colorectum",14,"65-69",11,15447
"A5622","Happyland",2008,1,"Liver",14,"65-69",3,15447
"A5622","Happyland",2008,1,"Gallbladder",14,"65-69",2,15447
"A5622","Happyland",2008,1,"Pancreas",14,"65-69",2,15447
"A5622","Happyland",2008,1,"Larynx",14,"65-69",2,15447
"A5622","Happyland",2008,1,"Lung",14,"65-69",8,15447
"A5622","Happyland",2008,1,"Other skin",14,"65-69",24,15447
"A5622","Happyland",2008,1,"Breast",14,"65-69",0,15447
"A5622","Happyland",2008,1,"Vulva",14,"65-69",0,15447
"A5622","Happyland",2008,1,"Vagina",14,"65-69",0,15447
"A5622","Happyland",2008,1,"Cervix uteri",14,"65-69",0,15447
"A5622","Happyland",2008,1,"Corpus uteri",14,"65-69",0,15447
"A5622","Happyland",2008,1,"Ovary",14,"65-69",0,15447
"A5622","Happyland",2008,1,"Prostate",14,"65-69",70,15447
"A5622","Happyland",2008,1,"Testis",14,"65-69",1,15447
"A5622","Happyland",2008,1,"Kidney",14,"65-69",5,15447
"A5622","Happyland",2008,1,"Bladder",14,"65-69",4,15447
"A5622","Happyland",2008,1,"Brain, nervous system",14,"65-69",3,15447
"A5622","Happyland",2008,1,"Thyroid",14,"65-69",1,15447
"A5622","Happyland",2009,1,"Lip, oral cavity",14,"65-69",0,16025
"A5622","Happyland",2009,1,"Other pharynx",14,"65-69",0,16025
"A5622","Happyland",2009,1,"Nasopharynx",14,"65-69",0,16025
"A5622","Happyland",2009,1,"Oesophagus",14,"65-69",1,16025
"A5622","Happyland",2009,1,"Stomach",14,"65-69",11,16025
"A5622","Happyland",2009,1,"Other",14,"65-69",15,16025
"A5622","Happyland",2009,1,"Colorectum",14,"65-69",10,16025
"A5622","Happyland",2009,1,"Liver",14,"65-69",4,16025
"A5622","Happyland",2009,1,"Gallbladder",14,"65-69",5,16025
"A5622","Happyland",2009,1,"Pancreas",14,"65-69",1,16025
"A5622","Happyland",2009,1,"Larynx",14,"65-69",0,16025
"A5622","Happyland",2009,1,"Lung",14,"65-69",9,16025
"A5622","Happyland",2009,1,"Other skin",14,"65-69",34,16025
"A5622","Happyland",2009,1,"Breast",14,"65-69",1,16025
"A5622","Happyland",2009,1,"Vulva",14,"65-69",0,16025
"A5622","Happyland",2009,1,"Vagina",14,"65-69",0,16025
"A5622","Happyland",2009,1,"Cervix uteri",14,"65-69",0,16025
"A5622","Happyland",2009,1,"Corpus uteri",14,"65-69",0,16025
"A5622","Happyland",2009,1,"Ovary",14,"65-69",0,16025
"A5622","Happyland",2009,1,"Prostate",14,"65-69",67,16025
"A5622","Happyland",2009,1,"Testis",14,"65-69",2,16025
"A5622","Happyland",2009,1,"Kidney",14,"65-69",2,16025
"A5622","Happyland",2009,1,"Bladder",14,"65-69",7,16025
"A5622","Happyland",2009,1,"Brain, nervous system",14,"65-69",2,16025
"A5622","Happyland",2009,1,"Thyroid",14,"65-69",1,16025
"A5622","Happyland",2010,1,"Lip, oral cavity",14,"65-69",1,16613
"A5622","Happyland",2010,1,"Other pharynx",14,"65-69",1,16613
"A5622","Happyland",2010,1,"Nasopharynx",14,"65-69",0,16613
"A5622","Happyland",2010,1,"Oesophagus",14,"65-69",1,16613
"A5622","Happyland",2010,1,"Stomach",14,"65-69",23,16613
"A5622","Happyland",2010,1,"Other",14,"65-69",20,16613
"A5622","Happyland",2010,1,"Colorectum",14,"65-69",14,16613
"A5622","Happyland",2010,1,"Liver",14,"65-69",6,16613
"A5622","Happyland",2010,1,"Gallbladder",14,"65-69",5,16613
"A5622","Happyland",2010,1,"Pancreas",14,"65-69",4,16613
"A5622","Happyland",2010,1,"Larynx",14,"65-69",1,16613
"A5622","Happyland",2010,1,"Lung",14,"65-69",12,16613
"A5622","Happyland",2010,1,"Other skin",14,"65-69",36,16613
"A5622","Happyland",2010,1,"Breast",14,"65-69",1,16613
"A5622","Happyland",2010,1,"Vulva",14,"65-69",0,16613
"A5622","Happyland",2010,1,"Vagina",14,"65-69",0,16613
"A5622","Happyland",2010,1,"Cervix uteri",14,"65-69",0,16613
"A5622","Happyland",2010,1,"Corpus uteri",14,"65-69",0,16613
"A5622","Happyland",2010,1,"Ovary",14,"65-69",0,16613
"A5622","Happyland",2010,1,"Prostate",14,"65-69",83,16613
"A5622","Happyland",2010,1,"Testis",14,"65-69",0,16613
"A5622","Happyland",2010,1,"Kidney",14,"65-69",7,16613
